,RECIPE,RECIPE_LINK
618,RASMALAI TIRAMISU,https://food.ndtv.com/recipe-rasmalai-tiramisu-954001
619,RAVA FRIED FISH,https://food.ndtv.com/recipe-rava-fried-fish-467524
620,RAVA KHEER,https://food.ndtv.com/recipe-rava-kheer-544282
621,RAVA LADOO (LADDU),https://food.ndtv.com/recipe-rava-ladoo-laddu-218070
622,RAW BANANA FRY (ARATIKAYA FRY),https://food.ndtv.com/recipe-raw-banana-fry-aratikaya-fry-958190
623,RED RICE VERMICELLI KHEER,https://food.ndtv.com/recipe-red-rice-vermicelli-kheer-952958
624,RICE KHEER,https://food.ndtv.com/recipe-kheer-100537
625,RICELESS CHICKEN BIRYANI,https://food.ndtv.com/recipe-riceless-chicken-biryani-952473
626,ROAST CHICKEN,https://food.ndtv.com/recipe-roast-chicken-98877
627,ROASTED CHICKEN MASALA,https://food.ndtv.com/recipe-roasted-chicken-masala-951676
628,ROOMALI ROTI,https://food.ndtv.com/recipe-roomali-roti-99102
629,RUWANGAN HACHI CHAMAN,https://food.ndtv.com/recipe-ruwangan-hachi-chaman-953396
630,SAADA PARATHA,https://food.ndtv.com/recipe-saada-paratha-98843
631,SABUDANA KHEER,https://food.ndtv.com/recipe-sabudana-kheer-219726
632,SABUDANA KHICHDI,https://food.ndtv.com/recipe-sabudana-khichdi-280328
633,SABUDANA PAPAD WITH HYDERABADI DOUBLE MEETHA,https://food.ndtv.com/recipe-sabudana-papad-with-hyderabadi-double-meetha-951248
634,SABUDANE KI KHEER,https://food.ndtv.com/recipe-sabudane-ki-kheer-952168
635,SAFFRON AND SESAME MODAK,https://food.ndtv.com/recipe-saffron-and-sesame-modak-953927
636,SAFFRON CARDAMOM PANACOTTA,https://food.ndtv.com/recipe-saffron-cardamom-panacotta-951250
637,SAFFRON SCENTED APPLES,https://food.ndtv.com/recipe-saffron-scented-apples-219676
638,SAKKARAI PONGAL,https://food.ndtv.com/recipe-sarkarai-pongal-957737
639,SAKKARAI PONGAL,https://food.ndtv.com/recipe-sakkarai-pongal-953188
640,SAMAK DOSA,https://food.ndtv.com/recipe-samak-dosa-951303
641,SAMBAR MASALA,https://food.ndtv.com/recipe-sambar-masala-218687
642,SANDESH,https://food.ndtv.com/recipe-sandesh-106796
643,SARSON KA SAAG AUR MAKKI KI ROTI,https://food.ndtv.com/recipe-sarson-ka-saag-aur-makki-ki-roti-218092
644,SATTU KACHORI,https://food.ndtv.com/recipe-sattu-kachori-958361
645,SEEKH KEBABS,https://food.ndtv.com/recipe-seekh-kababs-1-489518
646,SEMIYA UPMA,https://food.ndtv.com/recipe-semiya-upma-951720
647,SEVAIYA KI BURFI,https://food.ndtv.com/recipe-sevaiya-ki-burfi-952328
648,SEVIYAN KHEER,https://food.ndtv.com/recipe-seviyan-kheer-953482
649,SEWAI,https://food.ndtv.com/recipe-sewai-232870
650,SHAHI EGG CURRY,https://food.ndtv.com/recipe-shahi-egg-curry-255633
651,SHAHI LASSI,https://food.ndtv.com/recipe-shahi-lassi-955131
652,SHAHI MUSHROOM,https://food.ndtv.com/recipe-shahi-mushroom-233314
653,SHAHI PANEER,https://food.ndtv.com/recipe-shahi-paneer-98946
654,SHAHI TUKDA,https://food.ndtv.com/recipe-shahi-tukda-493848
655,SHAHI TUKDA WITH PINEAPPLE,https://food.ndtv.com/recipe-shahi-tukda-with-pineapple-387491
656,SHALGAM KI SABZI,https://food.ndtv.com/recipe-shalgam-ki-sabzi-219524
657,SHALJAM GOSHT,https://food.ndtv.com/recipe-shaljam-gosht-958461
658,SHEER KHURMA,https://food.ndtv.com/recipe-sheer-khurma-560738
659,SHEER KORMA,https://food.ndtv.com/recipe-sheer-korma-710580
660,SHEERMAL,https://food.ndtv.com/recipe-sheermal-98852
661,SHIMLA MIRCH AUR ALOO,https://food.ndtv.com/recipe-simla-mirch-aur-aloo-462156
662,SHREEKHAND,https://food.ndtv.com/recipe-shreekhand-218110
663,SHRIKHAND,https://food.ndtv.com/recipe-shrikhand-98801
664,SINDHI KADHI,https://food.ndtv.com/recipe-sindhi-kadhi-954177
665,SINGHADE KI KADHI,https://food.ndtv.com/recipe-singhade-ki-kadhi-952745
666,SITAFAL BASUNDI,https://food.ndtv.com/recipe-sitafal-basundi-956549
667,SITAPHAL KI SUBZI,https://food.ndtv.com/recipe-sitaphal-ki-subzi-952718
668,SONTH AUR METHI KA LADOO (LADDU),https://food.ndtv.com/recipe-sonth-aur-methi-ka-ladoo-laddu-219636
669,SOOJI HALWA,https://food.ndtv.com/recipe-sooji-halwa-112
670,SOOKHE KALE CHANNE,https://food.ndtv.com/recipe-sookhe-kale-channe-219570
671,SOUS-VIDE SALMON TIKKA,https://food.ndtv.com/recipe-sous-vide-salmon-tikka-952944
672,SOUTH INDIAN DAHI KADHI,https://food.ndtv.com/recipe-south-indian-dahi-kadhi-958165
673,SOYA CHAAP CURRY,https://food.ndtv.com/recipe-soya-chaap-curry-118
674,SOYA CHANA DAL BHURJI,https://food.ndtv.com/recipe-soya-chana-dal-bhurji-958067
675,SOYA DAL PARATHA,https://food.ndtv.com/recipe-soya-dal-paratha-958174
676,SOYA THANDAI,https://food.ndtv.com/recipe-soya-thandai-98751
677,SPICY CHICKEN,https://food.ndtv.com/recipe-spicy-chicken-176536
678,SPICY CREAMY KADAI CHICKEN,https://food.ndtv.com/recipe-spicy-creamy-kadai-chicken-602589
679,SPICY DAHI TADKA,https://food.ndtv.com/recipe-spicy-dahi-tadka-132
680,SPICY PANEER WITH BEETROOT & CRANBERRY CHUTNEY,https://food.ndtv.com/recipe-spicy-paneer-with-beetroot-cranberry-chutney-952381
681,SPICY PAV BHAJI,https://food.ndtv.com/recipe-spicy-pav-bhaji-99058
682,SPICY POTATO,https://food.ndtv.com/recipe-spicy-potato-239500
683,STEAMED DHOKLA,https://food.ndtv.com/recipe-steamed-dhokla-273208
684,STEAMED SANDESH,https://food.ndtv.com/recipe-steamed-sandesh-952789
685,STRAWBERRY MILKSHAKE,https://food.ndtv.com/recipe-strawberry-milkshake-98721
686,STUFFED BATI,https://food.ndtv.com/recipe-stuffed-bati-375616
687,STUFFED FARSI PURI,https://food.ndtv.com/recipe-stuffed-farsi-puri-99108
688,STUFFED IDLI,https://food.ndtv.com/recipe-stuffed-idlis-463795
689,STUFFED LAUKI,https://food.ndtv.com/recipe-stuffed-lauki-486432
690,STUFFED PALAK IDLI,https://food.ndtv.com/recipe-stuffed-palak-idli-958440
691,STUFFED RAVIOLI,https://food.ndtv.com/recipe-stuffed-ravioli-953279
692,SUBZ BADAM KA SHORBA,https://food.ndtv.com/recipe-subz-badam-ka-shorba-952938
693,SUGAR FREE CHOCOLATE SANDESH,https://food.ndtv.com/recipe-sugar-free-chocolate-sandesh-958296
694,SUGAR FREE MODAK,https://food.ndtv.com/recipe-sugar-free-modak-953935
695,SUJI BESAN ATTA LADOO (LADDU),https://food.ndtv.com/recipe-suji-besan-atta-ladoo-laddu-308261
696,SUJI KA HALWA,https://food.ndtv.com/recipe-sooji-ka-halwa-100564
697,SUNCHOKE GALAWAT,https://food.ndtv.com/recipe-sunchoke-galawat-952166
698,SWEET KACHORIS,https://food.ndtv.com/recipe-sweet-kachoris-954285
699,SWEET POTATO RICE,https://food.ndtv.com/recipe-sweet-potato-rice-874272
700,SWEET POTATO SHRIKHAND,https://food.ndtv.com/recipe-sweet-potato-shrikhand-955318
701,TALWA PARATHA,https://food.ndtv.com/recipe-talwa-paratha-366249
702,TAMATER KI LAUNJI,https://food.ndtv.com/recipe-tamater-ki-launji-951294
703,TANDOORI BLACKED POMFRET,https://food.ndtv.com/recipe-tandoori-blacked-pomfret-954260
704,TANDOORI CHICKEN STICKS,https://food.ndtv.com/recipe-tandoori-chicken-sticks-98990
705,TANDOORI EGG,https://food.ndtv.com/recipe-tandoori-egg-955126
706,TANGY TAMARIND PRAWN CURRY,https://food.ndtv.com/recipe-tangy-tamarind-prawn-curry-958005
707,TAWA MUTTON,https://food.ndtv.com/recipe-tawa-mutton-707328
708,TAWA SABZ PULAO,https://food.ndtv.com/recipe-tawa-sabz-pulao-707268
709,THANDAI BARFI,https://food.ndtv.com/recipe-thandai-barfi-953499
710,THANDAI CHEESECAKE,https://food.ndtv.com/recipe-thandai-cheesecake-956556
711,THANDAI ICE CREAM,https://food.ndtv.com/recipe-thandai-ice-cream-219750
712,THANDAI MACARON,https://food.ndtv.com/recipe-thandai-macaron-956571
713,THANDAI MOUSSE,https://food.ndtv.com/recipe-thandai-mousse-954278
714,THANDAI PHIRNI,https://food.ndtv.com/recipe-thandai-phirni-952064
715,THANDAI RASMALAI,https://food.ndtv.com/recipe-thandai-rasmalai-953481
716,THENGA CHORU (COCONUT RICE),https://food.ndtv.com/recipe-thenga-choru-coconut-rice-218371
717,TIL LADOO (LADDU),https://food.ndtv.com/recipe-til-ladoo-laddu-788751
718,TIRANGA HALWA,https://food.ndtv.com/recipe-tiranga-halwa-951919
719,TIRANGA LASAGNA,https://food.ndtv.com/recipe-tiranga-lasagna-953263
720,TIRANGA PASTRY,https://food.ndtv.com/recipe-tiranga-pastry-954510
721,TIRANGA PULAO,https://food.ndtv.com/recipe-tiranga-pulao-951924
722,TOFU KOFTA,https://food.ndtv.com/recipe-tofu-kofta-98746
723,TOFU PHALI,https://food.ndtv.com/recipe-tofu-phali-219487
724,TOMATO AND FENUGREEK CHUTNEY,https://food.ndtv.com/recipe-tomato-and-fenugreek-chutney-955073
725,TOMATO CHUTNEY,https://food.ndtv.com/recipe-tomato-chutney-555575
726,TOMATO PACHADI,https://food.ndtv.com/recipe-tomato-pachadi-958459
727,TRICOLOR COTTAGE CHEESE SKEWERS,https://food.ndtv.com/recipe-tricolor-cottage-cheese-skewers-951921
728,TRICOLOR THAI FRUIT JELLY,https://food.ndtv.com/recipe-tricolor-thai-fruit-jelly-953285
729,TRICOLOUR PASTA,https://food.ndtv.com/recipe-tricolor-pasta-953272
730,TRICOLOUR SALAD,https://food.ndtv.com/recipe-tricolour-salad-953269
731,TRIO OF KULFIS,https://food.ndtv.com/recipe-trio-of-kulfis-185473
732,TURMERIC KULFI,https://food.ndtv.com/recipe-turmeric-kulfi-748879
733,UP-STYLE LAPSI,https://food.ndtv.com/recipe-up-style-lapsi-957979
734,UPPERI,https://food.ndtv.com/recipe-upperi-957724
735,URAD DAL KADHI,https://food.ndtv.com/recipe-urad-dal-kadhi-957864
736,UTTAPAM,https://food.ndtv.com/recipe-uttapam-1-489019
737,VADA PAV,https://food.ndtv.com/recipe-vada-pav-134
738,VADAPOO CUTLET,https://food.ndtv.com/recipe-vadapoo-cutlet-957954
739,VALENCIA FIZZ,https://food.ndtv.com/recipe-valencia-fizz-952735
740,VARKI PARATHA,https://food.ndtv.com/recipe-varki-paratha-98839
741,VARO MITHAI,https://food.ndtv.com/recipe-varo-mithai-955323
742,VEGAN GAJAR KA HALWA,https://food.ndtv.com/recipe-vegan-gajar-ka-halwa-340384
743,VEGETABLE CHOPSUEY,https://food.ndtv.com/recipe-vegetable-chopsuey-99072
744,VEGETABLE CRISPY SAMOSA,https://food.ndtv.com/recipe-vegetable-crispy-samosa-955045
745,VEGETABLE FRIED RICE,https://food.ndtv.com/recipe-vegetable-fried-rice-319120
746,VEGETABLE JALFREZI,https://food.ndtv.com/recipe-vegetable-jalfrezi-98894
747,VEGETABLE ROTI,https://food.ndtv.com/recipe-vegetable-roti-958305
748,VENDAKKAI THENGA CURRY,https://food.ndtv.com/recipe-vendakkai-thenga-curry-958454
749,VERMICELLI UPMA,https://food.ndtv.com/recipe-vermicelli-upma-855092
750,VRATWALE DAHI ALOO,https://food.ndtv.com/recipe-vratwale-dahi-aloo-951127
751,VRATWALE KHATTE MEETHE ALOO,https://food.ndtv.com/recipe-vratwale-khatte-meethe-aloo-219024
752,WALNUT BROWNIE GUJIYA,https://food.ndtv.com/recipe-walnut-brownie-gujiya-953488
753,WALNUT HALWA,https://food.ndtv.com/recipe-walnut-halwa-952145
754,ZAFFRANI RABRI CRME ANGLASISE WITH LAUKI KE LACCHE,https://food.ndtv.com/recipe-zaffrani-rabri-crme-anglasise-with-lauki-ka-lacche-951247
755,ZAFRANI KAJU KATLI,https://food.ndtv.com/recipe-zafrani-kaju-katli-577091
756,ZAITOONI SUBZ BIRYANI,https://food.ndtv.com/recipe-zaitooni-subz-biryani-954173
757,ZEERA ALOO PALAK WITH LASAN CHUTNEY,https://food.ndtv.com/recipe-zeera-aloo-palak-with-lasan-chutney-180243
758,ZUCCHINI HALWA,https://food.ndtv.com/recipe-zucchini-halwa-953118
